;info;enunciado;options;ano;banca;orgao;prova;articles_mentioned_enunciado;articles_mentioned_options;all_articles_mentioned;articles_numbers;paragraphs_mentioned;chapters_mentioned;titles_mentioned;incisos_mentioned;job;is_social_work;has_articles
93;Ano: 2019 Banca: IADES Órgão: SEASTER - PA Prova: IADES - 2019 - SEASTER - PA - Assistente Social;Para os efeitos da Lei Maria da Penha, configura violência doméstica e familiar contra a mulher qualquer ação ou omissão com base no gênero, que lhe cause morte, lesão, sofrimento físico, sexual ou psicológico e dano moral ou patrimonial;"Alternativas
A
em qualquer relação íntima de afeto, na qual o agressor conviva ou tenha convivido com a ofendida e mantenha, necessariamente, coabitação.
B
no âmbito da unidade doméstica, compreendida como o espaço de convívio permanente de pessoas, com ou sem vínculo familiar, inclusive as esporadicamente agregadas.
C
no âmbito da unidade social comunitária, compreendida como a comunidade formada por laços de vizinhança e proximidade domiciliar, marcada por práticas solidárias e de apoio mútuo.
D
no âmbito da família, compreendida como a comunidade formada por indivíduos que são aparentados, unidos por laços consanguíneos.
E
somente em relações de afeto caracterizadas pela conjugalidade entre os envolvidos.";2019;IADES;SEASTER - PA ; IADES - 2019 - SEASTER - PA - Assistente Social;;;;;;;;;Assistente Social;1.0;0.0
96;Ano: 2019 Banca: CESPE / CEBRASPE Órgão: MPE-PI Prova: CESPE - 2019 - MPE-PI - Promotor de Justiça Substituto;"Considerando o entendimento dos tribunais superiores acerca da Lei Antidrogas e da Lei Maria da Penha, julgue os itens a seguir.




I A majorante do tráfico transnacional de drogas configura-se com a efetiva transposição de fronteiras entre dois ou mais países.

II Para a incidência da majorante da interestadualidade, é desnecessária a efetiva transposição de fronteiras entre estados da Federação, sendo suficiente a demonstração inequívoca da intenção de realizar o tráfico interestadual de drogas.

III A prática de crime mediante grave ameaça contra a mulher no ambiente doméstico impede a substituição da pena privativa de liberdade por restritiva de direitos, independentemente da condição de primariedade do réu.

IV Haja vista a interpretação restritiva do direito penal, para a configuração da violência doméstica e familiar prevista na Lei Maria da Penha é necessária a comprovação da coabitação de autor e vítima.




Estão certos apenas os itens";"Alternativas
A
I e II.
B
I e III.
C
II e III.
D
II e IV.
E
III e IV.";2019;CESPE;MPE-PI ; CESPE - 2019 - MPE-PI - Promotor de Justiça Substituto;;;;;;;;['\nii ', '\niii ', '\niv '];Promotor de Justiça Substituto;0.0;0.0
99;Ano: 2019 Banca: IF-PA Órgão: IF-PA Prova: IF-PA - 2019 - IF-PA - Assistente Social;Segundo a Lei Maria da Penha, Lei Federal número 11.340 de 7 de agosto de 2006, são formas de violência doméstica e familiar contra a mulher, entre outras:;"Alternativas
A
a violência física; a violência intelectual, a violência hormonal, a violência patrimonial; e a violência motivacional.
B
a violência corporal; a violência subjetiva, a violência sexual, a violência econômica; e a violência motivacional.
C
a violência física; a violência psicológica, a violência sexual, a violência patrimonial; e a violência moral.

D
a violência corporal; a violência psicológica, a violência sexual, a violência financeira; e a violência religiosa.
E

a violência física; a violência subjetiva, a violência natural, a violência patrimonial; e a violência moral.";2019;IF-PA;IF-PA ; IF-PA - 2019 - IF-PA - Assistente Social;;;;;;;;;Assistente Social;1.0;0.0
102;Ano: 2019 Banca: CESPE / CEBRASPE Órgão: TJ-PR Prova: CESPE - 2019 - TJ-PR - Juiz Substituto;"No que tange a juizado especial criminal estadual, julgue os itens seguintes, quanto ao entendimento do STJ acerca de competência e suspensão condicional do processo.

I Em se tratando de processo penal que tramita em juizado especial criminal, a proposta de suspensão condicional do processo antes do oferecimento da resposta à acusação não enseja a nulidade do processo.

II A depender da gravidade do resultado decorrente de infração penal incursa na Lei Maria da Penha, os benefícios da suspensão condicional do processo têm aplicação imediata.

III Para a concessão da suspensão condicional do processo, é necessário, além do preenchimento dos requisitos objetivos, o atendimento às exigências de ordem subjetiva do acusado.

Assinale a opção correta.";"Alternativas
A
Apenas o item I está certo.
B
Apenas o item II está certo.
C
Apenas os itens I e III estão certos.
D
Apenas os itens II e III estão certos.";2019;CESPE;TJ-PR ; CESPE - 2019 - TJ-PR - Juiz Substituto;;;;;;;;['\nii ', '\niii '];Juiz Substituto;0.0;0.0
105;Ano: 2018 Banca: FUNDATEC Órgão: Prefeitura de Imbé - RS Prova: FUNDATEC - 2018 - Prefeitura de Imbé - RS - Guarda Municipal;"Quanto às formas de violência doméstica e familiar contra a mulher e seus respectivos entendimentos, relacione a Coluna 1 à Coluna 2.
Coluna 1 1. Física. 2. Psicológica. 3. Sexual. 4. Patrimonial. 5. Moral.
Coluna 2 ( ) Qualquer conduta que configure retenção, subtração, destruição parcial ou total de seus objetos, instrumentos de trabalho, documentos pessoais, bens, valores e direitos ou recursos econômicos, incluindo os destinados a satisfazer suas necessidades. ( ) Qualquer conduta que ofenda sua integridade ou saúde corporal. ( ) Qualquer conduta que, dentre outras, limite ou anule o exercício de seus direitos sexuais e reprodutivos. ( ) Qualquer conduta que configure calúnia, difamação ou injúria. ( ) Qualquer conduta que lhe cause dano emocional e diminuição da autoestima, dentre outras.
A ordem correta de preenchimento dos parênteses, de cima para baixo, é:

";"Alternativas
A
4 – 1 – 3 – 5 – 2.

B
2 – 3 – 4 – 1 – 5.

C
5 – 2 – 1 – 4 – 3.

D
1 – 4 – 5 – 2 – 3.

E
4 – 5 – 2 – 3 – 1.
";2018;FUNDATEC;Prefeitura de Imbé - RS ; FUNDATEC - 2018 - Prefeitura de Imbé - RS - Guarda Municipal;;;;;;;;;Guarda Municipal;0.0;0.0
108;Ano: 2018 Banca: FUNDATEC Órgão: Prefeitura de Imbé - RS Prova: FUNDATEC - 2018 - Prefeitura de Imbé - RS - Guarda Municipal;"Jonas é guarda municipal e, durante sua ronda matinal, foi chamado por um rapaz no momento em que passava em frente a um supermercado. Ao entrar, percebeu que havia pouco movimento de clientes no estabelecimento, três caixas disponíveis para atendimento, e cerca de quatro pessoas aglomerando-se no quarto caixa, onde uma senhora de 67 anos discutia com o funcionário, pois este disse que atenderia antes dela um senhor (chamado João) que, embora com algumas limitações, contou alegremente que completava, naquele dia, 89 anos de idade. Jonas pediu calma à senhora e disse que o atendente estava correto em sua atitude. Considerando o relato acima, assinale a alternativa correta.
";"Alternativas
A
Jonas agiu errado, pois sempre se deve atender primeiro as damas.

B
O Estatuto do Idoso prevê prioridade de atendimento para pessoas com mais de 80 anos, motivo pelo qual Jonas deu razão ao funcionário.

C
Jonas equivocou-se, pois a preferência de atendimento é das mulheres, de acordo com a Lei Maria da Penha.

D
Por empatia a João, Jonas concordou com o funcionário.

E
Jonas deveria ter exigido a abertura de outro caixa ao gerente do supermercado, para maior agilidade no atendimento aos clientes maiores de sessenta anos, pois eles gozam de prioridade de atendimento.
";2018;FUNDATEC;Prefeitura de Imbé - RS ; FUNDATEC - 2018 - Prefeitura de Imbé - RS - Guarda Municipal;;;;;;;;;Guarda Municipal;0.0;0.0
111;Ano: 2019 Banca: INSTITUTO AOCP Órgão: PC-ES Prova: INSTITUTO AOCP - 2019 - PC-ES - Escrivão de Polícia;"No tocante à aplicação da Lei n° 11.340/06 (Lei Maria da Penha), para a configuração da violência doméstica e familiar prevista no art. 5º da referida Lei, assinale a alternativa correta.
";"Alternativas
A
Não se exige a coabitação entre autor e réu.

B
É imprescindível a relação matrimonial.

C
Não pode envolver relação patrimonial.

D
Não se aplica na relação de parentesco consanguíneo.

E
Não se aplica a casais divorciados.
";2019;INSTITUTO;PC-ES ; INSTITUTO AOCP - 2019 - PC-ES - Escrivão de Polícia;['art 5 da referida lei', 'art 5'];;['art 5 da referida lei', 'art 5'];['5'];;;;;Escrivão de Polícia;0.0;1.0
114;Ano: 2018 Banca: UECE-CEV Órgão: Prefeitura de Sobral - CE Provas: UECE-CEV - 2018 - Prefeitura de Sobral - CE - Analista de Políticas Públicas Sociais - Psicologia ;De acordo com a Lei nº 11.340, de 7 de agosto de 2006 – Lei Maria da Penha –, a conduta que configure calúnia, difamação ou injúria praticada contra a mulher é classificada como violência;"Alternativas
A
emocional.

B
relacional.

C
psicológica.

D
moral.
";2018;UECE-CEV;Prefeitura de Sobral - CE ; UECE-CEV - 2018 - Prefeitura de Sobral - CE - Analista de Políticas Públicas Sociais - Psicologia ;;;;;;;;;Analista de Políticas Públicas Sociais Psicologia;0.0;0.0
117;Ano: 2019 Banca: FGV Órgão: DPE-RJ Prova: FGV - 2019 - DPE-RJ - Técnico Superior Especializado - Psicologia;"O Núcleo Especial de Defesa dos Direitos da Mulher (Nudem) é o órgão da Defensoria Pública do Estado do Rio de Janeiro especializado na promoção e na defesa dos direitos das mulheres no estado. Sandra procurou o Nudem para relatar que a sua companheira Aline passou a ameaçá-la e a provocar escândalos em seu local de trabalho, desde que lhe comunicara a decisão de terminar o relacionamento de cinco anos.




Sobre a situação relatada acima, é correto afirmar que:";"Alternativas
A
não está tipificada como situação de violência contra a mulher por se tratar de união homoafetiva;
B
configura conduta de violência psicológica e moral praticada por Aline, contra Sandra;
C
constitui conduta de violência de gênero contra Aline, praticada por Sandra;
D
não configura forma de violência prevista na lei, já que se trata de conduta decorrente de conflito conjugal;
E
poderá ensejar a condenação de Aline ao pagamento de cesta básica por ofender a integridade psicológica de Sandra.";2019;FGV;DPE-RJ ; FGV - 2019 - DPE-RJ - Técnico Superior Especializado - Psicologia;;;;;;;;;Técnico Superior Especializado Psicologia;0.0;0.0
120;Ano: 2019 Banca: Quadrix Órgão: CRESS - SC Provas: Quadrix - 2019 - CRESS - SC - Assistente Administrativo Jr. ;"No que se refere ao texto e a seus aspectos linguísticos, julgue o item.




Em “à Lei Maria da Penha” (linha 14), o emprego do acento indicativo de crase justifica‐se pela regência do termo “atribuída” (linha 13) e pela anteposição de artigo definido feminino à “Lei Maria da Penha”.
";"Alternativas
Certo
Errado";2019;Quadrix;CRESS - SC ; Quadrix - 2019 - CRESS - SC - Assistente Administrativo Jr. ;['artigo definido feminino à ', 'artigo definido'];;['artigo definido feminino à ', 'artigo definido'];[];;;;;Assistente Administrativo Jr.;0.0;1.0
135;Ano: 2019 Banca: VUNESP Órgão: Câmara de Tatuí - SP Prova: VUNESP - 2019 - Câmara de Tatuí - SP - Procurador Legislativo;Sobre o que prevê a Lei n° 11.340/2006, é correto afirmar que;"Alternativas
A
a violência doméstica e familiar contra a mulher constitui uma das formas de violação dos direitos humanos.
B
é direito da mulher em situação de violência doméstica e familiar o atendimento policial e pericial especializado, ininterrupto e prestado por servidores públicos do sexo masculino ou feminino, previamente capacitados.
C
as medidas protetivas de urgência poderão ser concedidas pelo juiz apenas a requerimento da ofendida.
D
as medidas protetivas de urgência serão aplicadas de forma isolada e não poderão ser substituídas por outras de maior eficácia.
E
a ofendida, para dar celeridade ao processo, poderá entregar intimação ou notificação ao agressor.";2019;VUNESP;Câmara de Tatuí - SP ; VUNESP - 2019 - Câmara de Tatuí - SP - Procurador Legislativo;;;;;;;;;Procurador Legislativo;0.0;0.0
138;Ano: 2018 Banca: VUNESP Órgão: Câmara de Orlândia - SP Prova: VUNESP - 2018 - Câmara de Orlândia - SP - Procurador Jurídico;A Lei Maria da Penha, n° 11.340/2006, tem como objetivo coibir e prevenir a violência doméstica e familiar contra a mulher. No contexto da referida Lei, assinale a alternativa correta.;"Alternativas
A
A violência doméstica familiar contra a mulher é sempre julgada pelos Juizados Especiais Criminais.
B
A violência doméstica é aquela praticada na unidade doméstica, no espaço caseiro, sendo indispensável o vínculo familiar.
C
O sujeito ativo pode ser a mulher ou o homem, basta estar caracterizado o vínculo de relação doméstica, de relação familiar ou de afetividade, sem importar o gênero do agressor.
D
A Lei estipula que a vítima deva ser acompanhada de advogado na fase judicial, sendo dispensável a presença de defensor na fase policial.
E
A vítima não precisa ser pessoalmente cientificada quando o agressor for preso ou liberado da prisão, porém, a Lei estabelece que o procurador constituído ou o defensor público deve ser intimado.";2018;VUNESP;Câmara de Orlândia - SP ; VUNESP - 2018 - Câmara de Orlândia - SP - Procurador Jurídico;;;;;;;;;Procurador Jurídico;0.0;0.0
141;Ano: 2019 Banca: FUNDEP (Gestão de Concursos) Órgão: DPE-MG Prova: FUNDEP (Gestão de Concursos) - 2019 - DPE-MG - Defensor Público;"Concluído inquérito policial que apurou crime de ameaça (art. 147 do Código Penal) praticado em situação de violência doméstica, a defesa técnica, antes do oferecimento da denúncia, apresentou carta na qual a vítima dizia que não tinha mais interesse na condenação do suposto autor do fato.

Diante disso, o juiz deverá";"Alternativas
A
declarar a extinção da punibilidade pela renúncia ao direito de representação.
B
designar audiência especial para confirmar a renúncia ao direito de representação.
C
designar audiência de conciliação, na qual será possibilitada a composição civil e a transação penal.
D
conceder vistas ao Ministério Público para eventual oferecimento de denúncia.";2019;FUNDEP;DPE-MG ; FUNDEP (Gestão de Concursos) - 2019 - DPE-MG - Defensor Público;['art 147 do código penal', 'arta na qual a vítima', 'art 147', 'arta na'];;['art 147 do código penal', 'arta na qual a vítima', 'art 147', 'arta na'];[];;;;;Defensor Público;0.0;1.0
