;enunciado;options;ano;banca;orgao;prova
69;"ALS, 11 anos, reside com a mãe, o padrasto e dois irmãos menores. ALS é vítima de abuso sexual, cometido por seu padrasto. A criança nunca comentou com ninguém sobre o fato, devido às ameaças do abusador que disse que, caso falasse, ele faria algo contra sua mãe. Constatado que a criança está em risco, a autoridade policial deve ser acionada e requisitará à autoridade judicial responsável, em qualquer momento dos procedimentos de investigação e responsabilização do suspeito, as medidas de proteção pertinentes; analise-as.
I. Evitar o contato direto da criança com o suposto autor da violência.
II. Solicitar o afastamento cautelar do investigado da residência.
III. Requerer a prisão preventiva do investigado, quando houver suficientes indícios de ameaça à criança vítima ou testemunha de violência.
IV. Solicitar aos órgãos socioassistenciais a inclusão da vítima e de sua família nos atendimentos a que têm direito.
V. Requerer a inclusão da criança em programa de proteção a vítimas.
De acordo com a Lei nº 13.431/2017, está correto o que se afirma em";[];2023;Instituto;SEGEP - RO ; Instituto Consulplan - 2023 - SEGEP - RO - Técnico em Enfermagem
70;Conforme o ECA, assinale a alternativa correta.;[];2023;Quadrix;Prefeitura de Alto Paraíso de Goiás - GO ; Quadrix - 2023 - Prefeitura de Alto Paraíso de Goiás - GO - Monitor de Creche
71;"O Estatuto da Criança e do Adolescente prevê que as entidades que desenvolvam programas de acolhimento familiar ou institucional devem adotar um conjunto de princípios.
Assinale a alternativa que apresenta o princípio correto.";[];2023;FEPESE;Prefeitura de Balneário Camboriú - SC ; FEPESE - 2023 - Prefeitura de Balneário Camboriú - SC - Assistente Social
72;A Lei 8.090/1990 determina que as entidades que desenvolvem programas de internação de adolescentes têm que seguir determinadas obrigações, entre elas:;[];2023;FEPESE;Prefeitura de Balneário Camboriú - SC ; FEPESE - 2023 - Prefeitura de Balneário Camboriú - SC - Assistente Social
73;De acordo com a Lei n.º 13.431/2017, assinale a opção correta acerca do depoimento especial de crianças e adolescentes vítimas ou testemunhas de violência. ;[];2023;CESPE;TJ-DFT ; CESPE / CEBRASPE - 2023 - TJ-DFT - Juiz de Direito Substituto
74;"        Ana, divorciada, tem três filhos: uma menina de dois anos de idade; uma menina de três anos de idade; e um adolescente de quinze anos de idade. Ana é a única provedora do lar, já que não recebe pensão alimentícia nem apoio do pai biológico das crianças ou de quaisquer outras pessoas. Ela e as crianças moram em uma região administrativa do Distrito Federal. Visando ter tempo para trabalhar, ela tem buscado vagas em creches e pré-escolas públicas para as filhas menores, porém, sem sucesso, pois a única resposta que vem recebendo é a de que não é possível o atendimento às crianças. O filho mais velho de Ana informou à mãe que pretende ajudar financeiramente a família.
Na situação hipotética apresentada, em relação aos filhos de Ana, o Estado tem o dever constitucional de assegurar ";[];2023;CESPE;TJ-DFT ; CESPE / CEBRASPE - 2023 - TJ-DFT - Juiz de Direito Substituto
75;" A Lei nº 12.852 de 5 de agosto de 2013, institui o Estatuto da Juventude e dispõe sobre os direitos dos jovens, os princípios e diretrizes das políticas públicas de juventude e o Sistema Nacional de Juventude (SINAJUVE). A seção IV, que trata “Do direito à Diversidade e Igualdade”, em seu Art. 17, determina que o Jovem tem direitos à diversidade e à igualdade de direitos e de oportunidades e não será discriminado por: I- etnia, raça, cor de pele, cultura, origem, idade, sexo; II- orientação sexual, idioma ou religião; III- opinião, deficiência e condição social ou econômica. Analise as afirmativas abaixo.

I. Em caso de o assistente de alunos presenciar ofensas sobre a orientação sexual de um(a) aluno(a), a ação correta será uma intervenção dialogada em defesa do(a) aluno(a) ofendido(a), e encaminhar a situação para o coordenador pedagógico ou orientador educacional ou diretor escolar. II. Em caso de o assistente de alunos presenciar agressão física de um(a) aluno(a), devido sua religião, a ação correta será separar os alunos envolvidos na agressão e chamar os pais ou responsáveis do(a) aluno(a) agredido, pois a escola não pode se envolver em questões religiosas. III. Em caso de o assistente de alunos presenciar um aluno cadeirante, isolado em uma atividade entre os colegas, a ação correta será orientar e auxiliar a interação do aluno cadeirante na brincadeira ou jogo com os demais alunos. IV. Em caso de o assistente de alunos presenciar discussão entre os alunos por causa de apelidos ofensivos devido a cor da pele, etnia ou raça, a ação correta é não se envolver, pois entre os jovens esses assuntos são comuns e não existe racismo entre crianças e adolescentes.

Assinale a alternativa correta.";[];2023;IBFC;UFPB ; IBFC - 2023 - UFPB - Assistente de Alunos
76;O Estatuto da Criança e do Adolescente (ECA - Lei nº.8.069/90 incluído pela Lei nº 13.010- Lei Menino Bernardo ou Lei da Palmada), em seu “Capítulo II - Do Direito à Liberdade, ao Respeito e à Dignidade”, declara em seu Art. 18 que é dever de todos velar pela dignidade da criança e do adolescente, pondo-os a salvo de qualquer tratamento desumano, violento, aterrorizante, vexatório ou constrangedor. E, a isso, acrescenta-se: castigo físico, tratamento cruel ou degradante, humilhação, ameaças e ridicularização. Assinale a alternativa correta considerando que caso seja constatado que uma criança ou adolescente tenha se vitimado mediante esses tratamentos, a quem deve ser notificado tal ato, de acordo com o Estatuto ou Lei.;[];2023;IBFC;UFPB ; IBFC - 2023 - UFPB - Assistente de Alunos
77;"Considerando o Estatuto da Criança e do Adolescente, analise a lista de aspectos abaixo:
• Opinião e expressão.  • Crença e culto religioso.  • Participar da vida familiar e comunitária sem discriminação.  • Buscar refúgio.


Qual direito fundamental está sendo definido? 
";[];2023;FUNDATEC;FOZPREV ; FUNDATEC - 2023 - FOZPREV - Analista Previdenciário - Serviço Social
78;O Estatuto da Criança e do Adolescente (ECA), em vigor no Brasil desde 1990, foi um marco legal que reuniu reivindicações de movimentos sociais que trabalhavam em defesa da ideia de que crianças e adolescentes são também sujeitos de direitos e merecem acesso à cidadania e proteção. O ECA assegura que:;[];2023;IBFC;Prefeitura de Cuiabá - MT ; IBFC - 2023 - Prefeitura de Cuiabá - MT - Psicólogo
79;No Título II e em seus Capítulos da Lei nº 8.069/1990 - (Estatuto da Criança e do Adolescente), marque a alternativa que NÃO representa um dos Direitos previstos: ;[];2022;INEP;Prefeitura de Palestina de Goiás - GO ; INEP BRASIL - 2022 - Prefeitura de Palestina de Goiás - GO - Guarda Civil Municipal - Masculino
80;O Estatuto da Criança e do Adolescente - ECA é considerado um documento importante e norteador que visa garantir o direito das crianças e dos adolescentes. Sobre a colocação em família substituta, é correto afirmar:;[];2022;Avança;Prefeitura de Laranjal Paulista - SP ; Avança SP - 2022 - Prefeitura de Laranjal Paulista - SP - Assistente Social
81;"“O direito ao respeito consiste na _______ da integridade física, psíquica e moral da criança e do adolescente, abrangendo a ________ da imagem, da identidade, da autonomia, dos valores, ideias e crenças, dos espaços e objetos pessoais”. (ECA, 1990).
Assinale a alternativa que preenche, correta e respectivamente, as lacunas do trecho acima. ";[];2019;FUNDATEC;Prefeitura de Congonhinhas - PR ; FUNDATEC - 2019 - Prefeitura de Congonhinhas - PR - Assistente Social
82;"Sem ferir o Estatuto da Criança e do Adolescente (Lei Nº 8.069 de 13 de Julho de 1990), a escola, de acordo com a gravidade do ato cometido, poderá aplicar penalidades ao estudante que deixar de cumprir as normas institucionais.
Das afirmativas abaixo, assinale a alternativa INCORRETA: ";[];2019;IF-SC;IF-SC ; IF-SC - 2019 - IF-SC - Assistente de Aluno
83;"De acordo com a Lei nº 8.069/1990 - ECA e considerando-se alguns deveres que o Estado deverá assegurar à criança e ao adolescente, marcar C para as afirmativas Certas, E para as Erradas e, após, assinalar a alternativa que apresenta a sequência CORRETA:
(---) Ensino fundamental, obrigatório e gratuito, inclusive para os que a ele não tiveram acesso na idade própria constitui um desses deveres. (---) Atendimento educacional especializado aos portadores de deficiência, preferencialmente na rede regular de ensino, é um dever do Estado. (---) A oferta de ensino noturno regular, adequado às condições do adolescente trabalhador, não é dever do Estado.";[];2019;OBJETIVA;Prefeitura de Antônio Prado - RS ; OBJETIVA - 2019 - Prefeitura de Antônio Prado - RS - Secretário de Escola
84;"Com relação ao direito de convivência previsto no Estatuto da Criança e do Adolescente (artigos 23 e 24), analise os itens a seguir e, ao final, assinale a alternativa correta:
I – A falta ou a carência de recursos materiais não constitui motivo suficiente para a perda ou a suspensão do poder familiar.
II – A condenação criminal do pai ou da mãe sempre implicará a destituição do poder familiar.
III – A perda e a suspensão do poder familiar serão decretadas judicialmente. ";[];2022;MetroCapital;Prefeitura de Cerquilho - SP ; MetroCapital Soluções - 2022 - Prefeitura de Cerquilho - SP - Professor de Educação Básica II - Artes 
85;"O art. 10 do Estatuto da Criança e do Adolescente, em seu art. 10, estabelece que os hospitais e demais estabelecimentos de atenção à saúde de gestantes, públicos e particulares, serão obrigados a:
I – manter registro das atividades desenvolvidas, pelo prazo de dez anos.
II – identificar o recém-nascido mediante o registro de sua impressão plantar e digital, sem a necessidade da impressão digital da mãe.
III – manter alojamento conjunto, possibilitando ao neonato a permanência junto à mãe. ";[];2022;MetroCapital;Prefeitura de Cerquilho - SP ; MetroCapital Soluções - 2022 - Prefeitura de Cerquilho - SP - Professor de Educação Básica II - Artes 
86;Em relação às ações de educação e disciplina, o ECA (Estatuto da Criança e do Adolescente – Lei nº 8.069/1990) estabelece nos artigos 18, 18-A e 18-B que;[];2019;VUNESP;Prefeitura de Ribeirão Preto - SP ; VUNESP - 2019 - Prefeitura de Ribeirão Preto - SP - Professor de Educação Básica III - História
87;"Sobre casos que, segundo o Estatuto da Criança e do Adolescente – ECA, os dirigentes de estabelecimentos de ensino fundamental comunicarão ao Conselho Tutelar, considere:
I - Separação de pais de alunos. II - Maus-tratos envolvendo alunos. III - Elevados níveis de repetência. IV - Falta de merenda escolar. V - Decisão dos pais de vacinar o aluno.
São casos de comunicação obrigatória ao Conselho Tutelar:";[];2022;UFMT;Prefeitura de Nobres - MT ; UFMT - 2022 - Prefeitura de Nobres - MT - Técnico Administrativo Educacional
88;Em conformidade com a Lei nº 8.069/90 - ECA, é dever do Estado assegurar à criança e ao adolescente, EXCETO:;[];2015;OBJETIVA;Prefeitura de Venâncio Aires - RS ; OBJETIVA - 2015 - Prefeitura de Venâncio Aires - RS - Secretário Escolar
89;Sobre o Direito à Convivência Familiar e Comunitária previsto no Estatuto da Criança e do Adolescente é INCORRETO afirmar:;[];2022;FAU;Prefeitura de Renascença - PR ; FAU - 2022 - Prefeitura de Renascença - PR - Assistente Social
90;No artigo 3º do Estatuto da Criança e do Adolescente - ECA “A criança e o adolescente gozam de todos os direitos fundamentais inerentes à pessoa humana, sem prejuízo da proteção integral de que trata esta Lei, assegurando-se-lhes, por lei ou por outros meios, todas as oportunidades e facilidades afim de lhes facultar...”: ;[];2022;FAU;Prefeitura de Renascença - PR ; FAU - 2022 - Prefeitura de Renascença - PR - Assistente Social
91;"A lei 8.069 de 1990 dispõe sobre a proteção integral da criança e do adolescente (Estatuto da Criança e do Adolescente – ECA). Entre seus dispostos, o capítulo III trata do direito a à Liberdade, ao Respeito e à Dignidade. Nesta perspectiva, segundo o ECA o direito à liberdade compreende os seguintes aspectos:
I - Ir, vir e estar nos logradouros públicos e espaços comunitários, independentes das restrições legais. II - Opinião e expressão. III - Crença e culto religioso. IV - Participar da vida familiar e comunitária, sem discriminação. V - Participar da vida política, na forma da lei.
A única assertiva INCORRETA que não corresponde a um aspecto de direito à liberdade segundo o ECA é:";[];2022;FAU;Prefeitura de Renascença - PR ; FAU - 2022 - Prefeitura de Renascença - PR - Professor (40H)
92;Conforme dispõe o Estatuto da Criança e do Adolescente, a vacinação das crianças;[];2022;VUNESP;AL-SP ; VUNESP - 2022 - AL-SP - Procurador da Assembleia Legislativa
